strain,date,clade_membership,country,region,url,author,accession
DENV_1/VN/BID_V2685/2006,2006-03-29 (2006-01-01 - 2006-12-31),DENV1/I,Vietnam,Southeast Asia,,Henn et al AB,FJ882516
D1/Taiwan/709TN0706a,2007-06-30 (2007-06-02 - 2007-06-30),DENV1/I,Taiwan,China,,Yang et al B,KX951690
KDH0044A_08/10/2010,8/10/2010,DENV1/I,Thailand,Southeast Asia,,?,MN448636
KDH0032A_07/07/2010,7/7/2010,DENV1/I,Thailand,Southeast Asia,,?,MN448634
KDC0760A_08/10/2011,8/11/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448621
KDH0182A_09/07/2011,9/5/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448674
KDC0763A_08/10/2011,8/11/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448622
KDC0650A_07/06/2011,7/7/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448617
KDH0147A_07/06/2011,7/5/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448657
KDH0295A_09/19/2012,9/18/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448691
GZ8H/2019071/2014/I,11/30/2014,DENV1/I,China,China,,?,MN886894
GZ8H/2019034/2014/I,11/30/2014,DENV1/I,China,China,,?,MN886887
D15025,5/23/2015,DENV1/I,China,China,,?,MN018295
D1/China/GDfs/D15025/2015,2015-05-24 (2015-01-01 - 2015-12-31),DENV1/I,China,China,,?,MG840544
D14016,8/23/2014,DENV1/I,China,China,,?,MN018325
D1/China/GDqy/D14156/2014,2014-11-25 (2014-01-01 - 2014-12-31),DENV1/I,China,China,,?,MG840539
GZ8H/2019114/2014/I,11/30/2014,DENV1/I,China,China,,?,MN886898
GZ8H/2019111/2014/I,11/30/2014,DENV1/I,China,China,,?,MN886897
GZ8H/2019026/2014/I,11/30/2014,DENV1/I,China,China,,?,MN886884
GZ8H/2019053/2014/I,11/30/2014,DENV1/I,China,China,,?,MN886892
GZ8H/2019017/2014/I,11/30/2014,DENV1/I,China,China,,?,MN886881
CHN/GuangDong/ZhongShan/HuangPu01/2013,8/23/2013,DENV1/I,China,China,,Wu et al B,KF971869
CHN/GuangDong/ZhongShan/Henglan01/2013,8/23/2013,DENV1/I,China,China,,Wu et al B,KF971871
CHN/GuangDong/ZhongShan/Guzhen01/2013,8/23/2013,DENV1/I,China,China,,Wu et al B,KF971870
SG_EHI_D1/26610Y13,2013-04-14 (2013-01-01 - 2013-12-31),DENV1/I,Singapore,Southeast Asia,,Ng et al (https://www.ncbi.nlm.nih.gov/pubmed/25846296),KJ806945
GZ27,2013-12-31 (2013-08-27 - 2013-12-31),DENV1/I,China,China,,Yang et al C,KJ438296
GZ8_55/S/Baiyun/2013/DEV1,2013-06-05 (2013-01-01 - 2013-12-31),DENV1/I,China,China,,?,KX621251
GZ8H/2019060/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886902
GZ/26785/D1/2013,2013-12-31 (2013-09-13 - 2013-12-31),DENV1/I,China,China,,?,KT827370
GZ8H/2019062/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886904
GZ8H/2019085/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886911
GZ8H/2019083/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886910
GZ8H/2019078/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886907
GZ8H/2019108/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886913
GZ8H/2019082/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886909
GZ8_63/S/Liwan/2013/DEV1,2015-01-01 (2015-01-01 - 2015-09-09),DENV1/I,China,China,,Zhao et al C,KX225489
GZ8_59/S/Dongshan/2013/DEV1,2015-01-01 (2015-01-01 - 2015-06-19),DENV1/I,China,China,,Zhao et al C,KX225488
GZ8H/2019063/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886905
GZ8H/2019054/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886900
GZ8H/2019081/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886908
GZ8H/2019087/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886912
GZ8H/2019061/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886903
GZ8H/2019070/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886906
GZ8H/2019059/2013/I,12/30/2013,DENV1/I,China,China,,?,MN886901
KDH0038A_08/03/2010,8/3/2010,DENV1/I,Thailand,Southeast Asia,,?,MN448635
KDH0218A_05/02/2012,5/1/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448681
KDH0316A_11/05/2012,11/5/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448695
KDH0235A_06/27/2012,6/26/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448685
KDH0226A_05/29/2012,5/28/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448682
KDH0233A_06/25/2012,6/25/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448684
KDH0228A_06/07/2012,6/6/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448683
KDH0236A_06/28/2012,6/27/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448686
LNT2313,7/2/2011,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849704
SV218,4/30/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849709
SV130,1/27/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849707
SV204,4/10/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849708
SV532,4/17/2010,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849721
SV671,10/6/2010,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849751
SV582,7/6/2010,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849723
SV300,7/18/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849742
SV243,5/18/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849714
SV228,5/9/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849711
SV231,5/12/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849712
SV220,5/4/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849710
SV602,7/25/2010,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849744
SV232,5/9/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849713
SV337,8/11/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849701
SV381,9/26/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849715
SV393,10/13/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849748
SV410,10/22/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849718
SV385,9/28/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849716
SV409,10/23/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849717
SV427,11/4/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849719
SV541,5/5/2010,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849722
SG_EHI_D1209Y03,2003-01-01 (2003-01-01 - 2003-10-14),DENV1/I,Singapore,Southeast Asia,,Lee et al B,FJ469907
GZ10,2013-02-09 (2013-01-01 - 2013-12-31),DENV1/I,China,China,,Yang et al C,KJ438293
KDH0030A,2010-08-21 (2010-01-01 - 2010-12-31),DENV1/I,Thailand,Southeast Asia,,Fansiri et al (https://www.ncbi.nlm.nih.gov/pubmed/23935524),HG316482
KDH0030A_07/06/2010,7/6/2010,DENV1/I,Thailand,Southeast Asia,,?,MN448633
SV224,5/6/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849750
UI15488,10/28/2009,DENV1/I,Laos,Southeast Asia,,Castonguay-Vanier et al (https://www.ncbi.nlm.nih.gov/pubmed/29377886),KY849727
DENV1_18014,2012-12-31 (2012-04-04 - 2012-12-31),DENV1/I,Thailand,Southeast Asia,,Shihada et al (https://www.ncbi.nlm.nih.gov/pubmed/28098525),KU509263
Thai2013,2013-01-01 (2013-01-01 - 2013-11-03),DENV1/I,Thailand,Southeast Asia,,Fontaine et al (https://www.ncbi.nlm.nih.gov/pubmed/30005085),MG877556
D1/Hu/Shizuoka/NIID181/2014,2014-09-30 (2014-09-04 - 2014-09-30),DENV1/I,Japan,Japan Korea,,Tajima et al B (https://www.ncbi.nlm.nih.gov/pubmed/27169954),LC011949
KDH0277A_08/27/2012,8/27/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448688
KDH0289A_09/12/2012,9/11/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448690
KDH0288A_09/11/2012,9/10/2012,DENV1/I,Thailand,Southeast Asia,,?,MN448689
KDH0102A_02/15/2011,2/11/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448644
KDC0454A_02/07/2011,2/7/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448599
KDH0112A_04/21/2011,4/20/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448646
KDC0492A_04/21/2011,4/21/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448602
KDH0161A_07/27/2011,7/26/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448664
KDH0196A_11/08/2011,11/7/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448676
KDH0110A_04/19/2011,4/18/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448645
KDH0129A_06/02/2011,6/1/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448647
KDH0136A_06/21/2011,6/22/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448652
KDC0574A_06/02/2011,6/3/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448606
KDH0135A_06/16/2011,6/15/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448651
KDC0584A_06/14/2011,6/15/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448609
KDC0599A_06/21/2011,6/21/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448612
KDC0604A_06/21/2011,6/22/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448614
KDC0495A_04/26/2011,4/26/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448604
KDH0176A_08/23/2011,8/22/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448672
KDC0631A_06/29/2011,6/30/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448615
KDH0142A_06/29/2011,6/27/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448654
KDH0134A_06/15/2011,6/14/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448650
KDH0154A_07/19/2011,7/19/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448661
KDH0131A_06/14/2011,6/13/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448648
KDH0149A_07/07/2011,7/5/2011,DENV1/I,Thailand,Southeast Asia,,?,MN448658
SG_EHI_D1210Y03,2003-09-21 (2003-01-01 - 2003-12-31),DENV1/I,Singapore,Southeast Asia,,Lee et al B,FJ469908
SG_EHI_D1227Y03,2003-01-02 (2003-01-01 - 2003-12-31),DENV1/I,Singapore,Southeast Asia,,Lee et al B,FJ469909
MKS_2040,2/15/2008,DENV1/I,Indonesia,Southeast Asia,,Sasmono et al (https://www.ncbi.nlm.nih.gov/pubmed/25784569),KC762645
DenKor_02,2005-07-31 (2005-01-01 - 2005-12-31),DENV1/I,South Korea,Japan Korea,,Go et al (https://www.ncbi.nlm.nih.gov/pubmed/26607895),KP406802
MKS_0397,2/15/2008,DENV1/I,Indonesia,Southeast Asia,,Sasmono et al (https://www.ncbi.nlm.nih.gov/pubmed/25784569),KC762621
MKS_WS81,4/6/2010,DENV1/I,Indonesia,Southeast Asia,,Sasmono et al (https://www.ncbi.nlm.nih.gov/pubmed/25784569),KC762639
MKS_WS72,3/3/2010,DENV1/I,Indonesia,Southeast Asia,,Sasmono et al (https://www.ncbi.nlm.nih.gov/pubmed/25784569),KC762647
MKS_WS88,7/8/2010,DENV1/I,Indonesia,Southeast Asia,,Sasmono et al (https://www.ncbi.nlm.nih.gov/pubmed/25784569),KC762642
D1/China/GDzs/D16166/2016_Indonesia_,2016-03-12 (2016-01-01 - 2016-12-31),DENV1/I,China,China,,?,MG840572
D16166,3/11/2016,DENV1/I,China,China,,?,MN018335
JMB_059,2015-06-13 (2015-01-01 - 2015-12-31),DENV1/I,Indonesia,Southeast Asia,,Yohan et al,MH823207
V5486,2016-02-01 (2016-02-01 - 2016-02-26),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033244
V7581,2016-02-29 (2016-02-04 - 2016-02-29),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033248
GZ/6519/D1/2007,2007-12-31 (2007-04-17 - 2007-12-31),DENV1/I,China,China,,?,KT827368
D1/China/GDsz/D15334/2015_Indonesia_,2015-03-31 (2015-01-01 - 2015-12-31),DENV1/I,China,China,,?,MG840555
D15334,4/2/2015,DENV1/I,China,China,,?,MN018321
DENV1_8356,2010-12-31 (2010-03-04 - 2010-12-31),DENV1/I,Indonesia,Southeast Asia,,Shihada et al (https://www.ncbi.nlm.nih.gov/pubmed/28098525),KU509253
SUB_003A,2012-12-31 (2012-03-25 - 2012-12-31),DENV1/I,Indonesia,Southeast Asia,,?,KY057365
V43241,2011-01-01 (2011-01-01 - 2011-09-18),DENV1/I,South Korea,Japan Korea,,?,MT459980
D1/SG/05K3318DK1/2005,2005-02-25 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081239
D1/SG/05K4139DK1/2005,2005-05-07 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081255
D1/SG/05K4173DK1/2005,2005-11-26 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081262
D1/SG/05K2928DK1/2005,2005-09-04 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081235
D1/SG/05K2895DK1/2005,2005-02-15 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081232
D1/SG/05K3915DK1/2005,2005-06-23 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081248
D1/SG/05K814DK1/2005,2005-03-13 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081226
D1/SG/05K4443DK1/2005,2005-06-22 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081267
D1/SG/05K4479DK1/2005,2005-07-28 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081269
D1/SG/05K3934DK1/2005,2005-12-08 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081252
D1/SG/05K2916DK1/2005,2005-07-01 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081234
D1/SG/05K4183DK1/2005,2005-09-01 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081265
D1/SG/05K2398DK1/2005,2005-01-04 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081229
D1/SG/05K4468DK1/2005,2005-11-14 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081268
D1/SG/05K872DK1/2005,2005-07-07 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081228
D1/SG/05K3908DK1/2005,2005-05-09 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081245
D1/SG/05K3935DK1/2005,2005-09-16 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081253
D1/SG/05K3910DK1/2005,2005-09-17 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081246
D1/SG/05K3886DK1/2005,2005-09-17 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081240
D1/SG/05K4605DK1/2005,2005-12-07 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081272
D1/SG/05K4152DK1/2005,2005-02-19 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081259
D1/SG/05K4172DK1/2005,2005-06-12 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081261
D1/SG/05K3903DK1/2005,2005-06-12 (2005-01-01 - 2005-12-31),DENV1/I,Singapore,Southeast Asia,,Schreiber et al (https://www.ncbi.nlm.nih.gov/pubmed/19211734),EU081242
SUB_038A,2012-12-31 (2012-02-29 - 2012-12-31),DENV1/I,Indonesia,Southeast Asia,,?,KY057369
V34645,2013-08-31 (2013-08-04 - 2013-08-31),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033209
V17168,2013-04-01 (2013-04-01 - 2013-04-27),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033207
D14001,4/27/2014,DENV1/I,China,China,,?,MN018293
2016XN11182,4/28/2016,DENV1/I,China,China,,?,MN933660
D15340,9/25/2015,DENV1/I,China,China,,?,MN018315
D15350,10/13/2015,DENV1/I,China,China,,?,MN018316
D1/China/GDst/D15350/2015_,2015-10-11 (2015-01-01 - 2015-12-31),DENV1/I,China,China,,?,MG840559
V8355,2015-02-28 (2015-02-04 - 2015-02-28),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033230
V21653,2014-05-01 (2014-05-01 - 2014-05-28),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033217
SG_EHI_D1/10760Y15,2015-03-10 (2015-03-01 - 2015-03-31),DENV1/I,Singapore,Southeast Asia,,Hapuarachchi et al C,KY921902
V10760,2015-03-10 (2015-03-01 - 2015-03-31),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033228
V20587,2014-05-01 (2014-05-01 - 2014-05-28),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033216
TM245,2014-01-31 (2014-01-04 - 2014-01-31),DENV1/I,Malaysia,Southeast Asia,,Hardiyanto et al,KX452068
TM100,2014-01-31 (2014-01-04 - 2014-01-31),DENV1/I,Malaysia,Southeast Asia,,?,KU666942
TM236,2014-01-01 (2014-01-01 - 2014-01-28),DENV1/I,Malaysia,Southeast Asia,,?,KX452064
SG_EHI_D1/04009Y13,2013-01-01 (2013-01-01 - 2013-05-18),DENV1/I,Singapore,Southeast Asia,,Ng et al (https://www.ncbi.nlm.nih.gov/pubmed/25846296),KJ806953
TM79,2014-01-01 (2014-01-01 - 2014-01-28),DENV1/I,Malaysia,Southeast Asia,,?,KX452058
TM188,2014-01-31 (2014-01-04 - 2014-01-31),DENV1/I,Malaysia,Southeast Asia,,?,KX452063
V26424,2013-06-01 (2013-06-01 - 2013-06-27),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033208
SG_EHI_D1/07211Y14,2014-01-01 (2014-01-01 - 2014-08-11),DENV1/I,Singapore,Southeast Asia,,Ng et al (https://www.ncbi.nlm.nih.gov/pubmed/25846296),KJ806963
TM150,2014-01-31 (2014-01-05 - 2014-01-31),DENV1/I,Malaysia,Southeast Asia,,?,KX452062
TM248,2014-01-01 (2014-01-01 - 2014-01-28),DENV1/I,Malaysia,Southeast Asia,,?,KX452065
V46407,2015-11-01 (2015-11-01 - 2015-11-27),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033240
D1/China/GDcz/D15446/2015,2015-12-31 (2015-06-30 - 2015-12-31),DENV1/I,China,China,,?,MG840560
D15335,9/22/2015,DENV1/I,China,China,,?,MN018322
D1/China/GDsz/D15335/2015_dg_,2015-09-21 (2015-01-01 - 2015-12-31),DENV1/I,China,China,,?,MG840556
D1/Hu/Hyogo/NIID188/2014,9/28/2014,DENV1/I,Japan,Japan Korea,,Tajima et al B (https://www.ncbi.nlm.nih.gov/pubmed/27169954),LC016760
D1/Hu/Chiba/NIID153/2014,2014-09-17 (2014-09-01 - 2014-09-30),DENV1/I,Japan,Japan Korea,,Tajima et al B (https://www.ncbi.nlm.nih.gov/pubmed/27169954),LC011948
YP10/Mosq/Tokyo/2014,9/4/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335873
MJ07/Mosq/Tokyo/2014,9/5/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335877
YP18/Mosq/Tokyo/2014,9/4/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335879
YP02/Mosq/Tokyo/2014,9/4/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335871
D1/Hu/Tokyo/NIID111/2014,2014-08-01 (2014-08-01 - 2014-08-27),DENV1/I,Japan,Japan Korea,,Tajima et al B (https://www.ncbi.nlm.nih.gov/pubmed/27169954),LC011946
D1/Hu/Saitama/NIID100/2014,8/20/2014,DENV1/I,Japan,Japan Korea,,Tajima et al B (https://www.ncbi.nlm.nih.gov/pubmed/27169954),LC011945
MJ09/Mosq/Tokyo/2014,9/5/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335878
D1/Hu/Tokyo/NIID149/2014,2014-09-01 (2014-09-01 - 2014-09-26),DENV1/I,Japan,Japan Korea,,Tajima et al B (https://www.ncbi.nlm.nih.gov/pubmed/27169954),LC011947
MJ06/Mosq/Tokyo/2014,9/5/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335876
MJ03/Mosq/Tokyo/2014,9/5/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335875
NYC02/Mosq/Tokyo/2014,9/4/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335880
YP11/Mosq/Tokyo/2014,9/4/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335874
YP04/Mosq/Tokyo/2014,9/4/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335872
SCP17/Mosq/Tokyo/2014,9/5/2014,DENV1/I,Japan,Japan Korea,,Kobayashi et al (https://www.ncbi.nlm.nih.gov/pubmed/29557338),LC335881
V5372,2016-02-27 (2016-02-01 - 2016-02-29),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033245
V44259,2016-11-01 (2016-11-01 - 2016-11-27),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033259
V7980,2016-02-29 (2016-02-04 - 2016-02-29),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033247
V8826,2016-02-29 (2016-02-04 - 2016-02-29),DENV1/I,Singapore,Southeast Asia,,Koo et al A,MF033249
TM70,2014-01-01 (2014-01-01 - 2014-01-28),DENV1/I,Malaysia,Southeast Asia,,?,KX452056
TM23,2014-01-31 (2014-01-04 - 2014-01-31),DENV1/I,Malaysia,Southeast Asia,,?,KX452051
TM19,2014-01-31 (2014-01-04 - 2014-01-31),DENV1/I,Malaysia,Southeast Asia,,?,KX452050
D1/China/GDgz/D15308/2015_Malaysia_,2015-01-01 (2015-01-01 - 2015-10-08),DENV1/I,China,China,,?,MG840554
D16001,1/5/2016,DENV1/I,China,China,,?,MN018288
D1/China/GDdg/D16001/2016_Brazil_,2016-01-03 (2016-01-01 - 2016-12-31),DENV1/I,China,China,,?,MG840561
D16167,7/6/2016,DENV1/I,China,China,,?,MN018336
D1/China/GDzs/D16167/2016_Malaysia_,2016-07-04 (2016-01-01 - 2016-12-31),DENV1/I,China,China,,?,MG840573
19XN51029,10/2/2019,DENV1/I,China,China,,?,MN923091
19XN50822,9/1/2019,DENV1/I,China,China,,?,MN556094
TM80,2014-01-01 (2014-01-01 - 2014-01-28),DENV1/I,Malaysia,Southeast Asia,,?,KX452059
2017XN40266,7/31/2017,DENV1/I,China,China,,?,MN933665
GZ8H/2019004/2018/I,11/30/2018,DENV1/I,China,China,,?,MN869905
2018XN23523,10/8/2018,DENV1/I,China,China,,?,MN933668
D1/China/GDzs/D15046/2015,2015-03-14 (2015-01-01 - 2015-12-31),DENV1/I,China,China,,?,MG840547
D1/China/GDzs/D15045/2015,2015-01-01 (2015-01-01 - 2015-05-17),DENV1/I,China,China,,?,MG840546
D15033,7/18/2015,DENV1/I,China,China,,?,MN018329
D1/China/GDzs/D15033/2015,2015-07-19 (2015-01-01 - 2015-12-31),DENV1/I,China,China,,?,MG840545
