strain,date,country,division,url,author,accession
MK2367,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296652
MK2370,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296760
MK2449,2/26/2015,Sierra Leone,Bombali,,Arias et al,KU296466
MK2436,2/26/2015,Sierra Leone,Bombali,,Arias et al,KU296626
MK2344,2/24/2015,Sierra Leone,Bombali,,Arias et al,KU296586
MK2365,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296363
12242_EMLH,2/28/2015,Sierra Leone,Western Urban,,Arias et al,KU296604
MK2255,2/21/2015,Sierra Leone,Bombali,,Arias et al,KU296648
MK2506,2/27/2015,Sierra Leone,Bombali,,Arias et al,KU296360
MK2938,3/11/2015,Sierra Leone,Bombali,,Arias et al,KU296771
PL5019,3/19/2015,Sierra Leone,Port Loko,,Arias et al,KU296627
MK2283,2/22/2015,Sierra Leone,Bombali,,Arias et al,KU296833
MK2366,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296810
MK2397,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296444
PL4194,3/2/2015,Sierra Leone,Port Loko,,Arias et al,KU296501
MK2341,2/24/2015,Sierra Leone,Bombali,,Arias et al,KU296494
12179_EMLH,2/22/2015,Sierra Leone,Western Urban,,Arias et al,KU296531
MK2343,2/24/2015,Sierra Leone,Bombali,,Arias et al,KU296640
MK2382,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296686
MK2724,3/5/2015,Sierra Leone,Bombali,,Arias et al,KU296695
Makona-UK3,3/12/2015,Sierra Leone,Western Area,,Lewandowski et al,KR025228
KT5486,2/27/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296680
DML12051,2/21/2015,Sierra Leone,Western Urban,,Smits et al,KT357814
MK2371,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296397
Goderich1,2/19/2015,Sierra Leone,Western Urban,,Capobianchi et al (https://www.ncbi.nlm.nih.gov/pubmed/26404609),KT345616
MK2570,3/1/2015,Sierra Leone,Bombali,,Arias et al,KU296346
DML12260,3/9/2015,Sierra Leone,Western Urban,,Smits et al,KT357821
KT5858,3/10/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296754
MK2717,3/4/2015,Sierra Leone,Bombali,,Arias et al,KU296425
MK2395,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296336
12580_EMLH,3/20/2015,Sierra Leone,Western Rural,,Arias et al,KU296574
KT5214,2/20/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296338
KT5787,3/7/2015,Sierra Leone,Western Urban,,Arias et al,KU296711
MK3183,3/17/2015,Sierra Leone,Bombali,,Arias et al,KU296800
MK2826,3/8/2015,Sierra Leone,Bombali,,Arias et al,KU296405
DML12268,3/10/2015,Sierra Leone,Western Urban,,Smits et al,KT357822
12192_EMLH,2/23/2015,Sierra Leone,Western Urban,,Arias et al,KU296511
MK2307,2/23/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296536
MK2788,3/7/2015,Sierra Leone,Bombali,,Arias et al,KU296573
KT5789,3/7/2015,Sierra Leone,Western Urban,,Arias et al,KU296713
MK2825,3/8/2015,Sierra Leone,Bombali,,Arias et al,KU296402
MK3462,3/26/2015,Sierra Leone,Bombali,,Arias et al,KU296565
MK3479,3/26/2015,Sierra Leone,Bombali,,Arias et al,KU296483
MK2983,3/12/2015,Sierra Leone,Bombali,,Arias et al,KU296393
MK2398,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296578
MK2405,2/25/2015,Sierra Leone,Bombali,,Arias et al,KU296542
MK2448,2/26/2015,Sierra Leone,Bombali,,Arias et al,KU296818
KT5786,3/7/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296590
KT5224,2/21/2015,Sierra Leone,Sierra Leone,,Arias et al,KU296383
MK2900,3/10/2015,Sierra Leone,Bombali,,Arias et al,KU296787
12579_EMLH,3/20/2015,Sierra Leone,Western Rural,,Arias et al,KU296548
12178_EMLH,2/22/2015,Sierra Leone,Western Urban,,Arias et al,KU296525
MK2447,2/26/2015,Sierra Leone,Bombali,,Arias et al,KU296642
12628_EMLH,3/23/2015,Sierra Leone,Western Rural,,Arias et al,KU296692
12600_EMLH,3/21/2015,Sierra Leone,Western Urban,,Arias et al,KU296449
