strain,date,S1_mutations,clade_membership,country,current_frequency,division,emerging_lineage,epiweek,accession,host,mutational_fitness,pango_lineage,recency,region,url,author,originating_lab,submitting_lab,logistic_growth
England/ALDP-12C3F52/2021,2/15/2021,6,"20I (Alpha, V1)",United Kingdom,,England,"20I (Alpha, V1)",202107,OU011043,Homo sapiens,0.45,B.1.1.7,Older,Europe,,Wynn et al A,Lighthouse Lab in Alderley Park,Wellcome Sanger Institute,
NLD/120421-14__2019-nCoV/2021,4/4/2021,6,"20I (Alpha, V1)",Netherlands,,Netherlands,"20I (Alpha, V1)",202114,OK356625,Homo sapiens,0.44,B.1.1.7,Older,Europe,,Rumke et al A,,,
DJI/NAMRU3_E38/2021,1/28/2021,7,"20I (Alpha, V1)",Djibouti,,Camp Lemonnier,"20I (Alpha, V1)",202104,MZ394600,Homo sapiens,0.45,B.1.1.7,Older,Africa,,Arnold et al L,,,
SOM/NAMRU3_Mog_10/2021,4/4/2021,6,"20I (Alpha, V1)",Somalia,,Benadir,"20I (Alpha, V1)",202114,MZ394629,Homo sapiens,0.44,B.1.1.7,Older,Africa,,Arnold et al M,,,
SOM/NAMRU3_Mog_26/2021,2/28/2021,6,"20I (Alpha, V1)",Somalia,,Somalia,"20I (Alpha, V1)",202109,MZ520093,Homo sapiens,0.44,B.1.1.7,Older,Africa,,Arnold et al N,,,
IRQ/Samawa-3/2020,12/27/2020,6,"20I (Alpha, V1)",Iraq,,Iraq,"20I (Alpha, V1)",202053,MZ145318,Homo sapiens,0.43,B.1.1.7,Older,Asia,,Al-Rashedi et al B,,,
NZL/21MV0024/2021,1/31/2021,6,"20I (Alpha, V1)",New Zealand,,New Zealand,"20I (Alpha, V1)",202105,OK433619,Homo sapiens,0.43,B.1.1.7,Older,Oceania,,Ren et al AZ,LabPLUS,Institute of Environmental Science and Research,
NZL/21MV0058/2021,2/3/2021,6,"20I (Alpha, V1)",New Zealand,,New Zealand,"20I (Alpha, V1)",202105,OK433505,Homo sapiens,0.43,B.1.1.7,Older,Oceania,,Ren et al BA,Middlemore Hospital,Institute of Environmental Science and Research,
PER/LIM-INS-173/2020,12/31/2020,7,"20I (Alpha, V1)",Peru,,Peru,"20I (Alpha, V1)",202053,MW494424,Homo sapiens,0.43,B.1.1.7,Older,South America,,Padilla-Rojas et al,,,
KEN/C96142/2021,5/10/2021,8,"20I (Alpha, V1)",Kenya,,Kenya,"20I (Alpha, V1)",202119,OK487892,Homo sapiens,0.51,B.1.1.7,Older,Africa,,Githinji et al M,,,
Dog/ESP/B.1.1.7/2021,3/24/2021,7,"20I (Alpha, V1)",Spain,,Spain,"20I (Alpha, V1)",202112,MZ914594,Canis lupus familiaris,0.47,B.1.1.7,Older,Europe,,Barroso-Arevalo et al A,,,
USA/IA-CDC-ASC210005813/2021,3/14/2021,8,"20I (Alpha, V1)",USA,,Iowa,"20I (Alpha, V1)",202111,MZ259613,Homo sapiens,0.46,B.1.1.7,Older,North America,,Howard et al L,,,
Denmark/DCGC-112818/2021,4/5/2021,8,"20I (Alpha, V1)",Denmark,,Hovedstaden,"20I (Alpha, V1)",202114,OV584119,Homo sapiens,0.46,B.1.1.7,Older,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
PHL/PH-PGC-00315/2020,12/29/2020,6,"20I (Alpha, V1)",Philippines,,Philippines,"20I (Alpha, V1)",202053,MW735407,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Tablizo et al A,,,
PHL/PH-PGC-00317/2020,12/29/2020,6,"20I (Alpha, V1)",Philippines,,Philippines,"20I (Alpha, V1)",202053,MW735408,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Tablizo et al B,,,
Lebanon/QIB-854/2021,4/26/2021,6,"20I (Alpha, V1)",Lebanon,,Lebanon,"20I (Alpha, V1)",202117,OU597178,Homo sapiens,0.43,B.1.1.7,Older,Asia,,Tiwari et al A,Laboratory of Molecular Biology and Cancer Immunology,Quadram Institute Bioscience,
Lebanon/QIB-194/2021,2/9/2021,6,"20I (Alpha, V1)",Lebanon,,Lebanon,"20I (Alpha, V1)",202106,OU599590,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Tiwari et al B,Laboratory of Molecular Biology and Cancer Immunology,Quadram Institute Bioscience,
Denmark/DCGC-117447/2021,3/29/2021,6,"20I (Alpha, V1)",Denmark,,Hovedstaden,"20I (Alpha, V1)",202113,OV585806,Homo sapiens,0.44,B.1.1.7,Older,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
USA/MN-CDC-IBX772105569964/2021,5/3/2021,6,"20I (Alpha, V1)",USA,,Minnesota,"20I (Alpha, V1)",202118,MZ295919,Homo sapiens,0.44,B.1.1.7,Older,North America,,Howard et al M,,,
Lebanon/QIB-843/2021,4/21/2021,6,"20I (Alpha, V1)",Lebanon,,Lebanon,"20I (Alpha, V1)",202116,OU597191,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Tiwari et al C,Laboratory of Molecular Biology and Cancer Immunology,Quadram Institute Bioscience,
Denmark/DCGC-111320/2021,5/31/2021,7,"20I (Alpha, V1)",Denmark,,Hovedstaden,"20I (Alpha, V1)",202122,OV505244,Homo sapiens,0.46,B.1.1.7,Older,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
Denmark/DCGC-125939/2021,7/8/2021,7,"20I (Alpha, V1)",Denmark,,Hovedstaden,"20I (Alpha, V1)",202127,OV522795,Homo sapiens,0.45,B.1.1.7,Older,Europe,,Danish Covid-19 Genome et al,"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",statens serum institut and the danish covid19 genome consortium (dcgc),
Estonia/Cov10430/2021,3/15/2021,6,"20I (Alpha, V1)",Estonia,,Saare,"20I (Alpha, V1)",202111,OU271457,Homo sapiens,0.4,B.1.1.7,Older,Europe,,Avi et al E,,"Institute of Biomedicine and Translational Medicine, University of Tartu",
PHL/PH-PGC-00401/2020,12/10/2020,6,"20I (Alpha, V1)",Philippines,,Philippines,"20I (Alpha, V1)",202050,MW735409,Homo sapiens,0.37,B.1.1.7,Older,Asia,,Tablizo et al C,,,
TWN/CGMH-CGU-58/2021,3/1/2021,6,"20I (Alpha, V1)",Taiwan,,Taiwan,"20I (Alpha, V1)",202109,MZ277391,Homo sapiens,0.37,B.1.1.7,Older,Asia,,Tsao et al E,,,
MAR/FMP80/2021,1/8/2021,6,"20I (Alpha, V1)",Morocco,,Morocco,"20I (Alpha, V1)",202101,MW803167,Homo sapiens,0.4,B.1.1.7,Older,Africa,,Aanniz et al,,,
USA/HI-CDC-STM-000066092/2021,4/30/2021,6,"20I (Alpha, V1)",USA,,Hawaii,"20I (Alpha, V1)",202117,MZ237204,Homo sapiens,0.41,B.1.1.7,Older,North America,,Howard et al N,,,
England/RAND-14CE2F2/2021,4/3/2021,6,"20I (Alpha, V1)",United Kingdom,,England,"20I (Alpha, V1)",202113,OU242394,Homo sapiens,0.4,B.1.1.7,Older,Europe,,Randox et al,Randox Laboratories,Wellcome Sanger Institute,
GAB/14672-14B_Gabon/2021,3/5/2021,6,"20I (Alpha, V1)",Gabon,,Gabon,"20I (Alpha, V1)",202109,OM732059,Homo sapiens,0.39,B.1.1.7,One week ago,Africa,,Lekana-Douki et al I,,,
NZL/21MV0112/2021,2/21/2021,7,"20I (Alpha, V1)",New Zealand,,New Zealand,"20I (Alpha, V1)",202108,OK433370,Homo sapiens,0.42,B.1.1.7,Older,Oceania,,Ren et al BB,LabPLUS,Institute of Environmental Science and Research,
Pakistan/UHS2-Pak-28/2021,5/28/2021,6,"20I (Alpha, V1)",Pakistan,,Pakistan,"20I (Alpha, V1)",202121,OU607059,Homo sapiens,0.4,B.1.1.7,Older,Asia,,Tiwari et al D,University of Health Sciences,Quadram Institute Bioscience,
USA/NV-CDC-QDX22632011/2021,3/3/2021,7,"20I (Alpha, V1)",USA,,Nevada,"20I (Alpha, V1)",202109,MW842185,Homo sapiens,0.41,B.1.1.7,Older,North America,,Cook et al E,,,
USA/MN-UMGC-1869/2021,3/31/2021,6,"20I (Alpha, V1)",USA,,Minnesota,"20I (Alpha, V1)",202113,MZ455738,Homo sapiens,0.42,B.1.1.7,Older,North America,,Gohl et al A,,,
USA/GA-CDC-STM-000061853/2021,4/22/2021,6,"20I (Alpha, V1)",USA,,Georgia,"20I (Alpha, V1)",202116,MZ163485,Homo sapiens,0.42,B.1.1.7,Older,North America,,Howard et al O,,,
USA/OH-UHTL-69/2021,2/21/2021,6,"20I (Alpha, V1)",USA,,Ohio,"20I (Alpha, V1)",202108,MW686385,Homo sapiens,0.41,B.1.1.7,Older,North America,,Sadri et al,,,
USA/KY-CDC-ASC210043635/2021,4/3/2021,7,"20I (Alpha, V1)",USA,,Kentucky,"20I (Alpha, V1)",202113,MZ015455,Homo sapiens,0.34,B.1.1.7,Older,North America,,Howard et al P,,,
USA/HI-CDC-ASC210046088/2021,4/5/2021,6,"20I (Alpha, V1)",USA,,Hawaii,"20I (Alpha, V1)",202114,MZ025760,Homo sapiens,0.41,B.1.1.7,Older,North America,,Howard et al Q,,,
OU470957,4/5/2021,8,"20I (Alpha, V1)",Italy,,Friuli Venezia Giulia,"20I (Alpha, V1)",202114,OU470957,Homo sapiens,0.42,B.1.1.7,Older,Europe,,Bazzocchi et al,ARGO Laboratorio Genomica ed Epigenomica,federica bazzocchi,
OU471009,3/8/2021,6,"20I (Alpha, V1)",Italy,,Friuli Venezia Giulia,"20I (Alpha, V1)",202110,OU471009,Homo sapiens,0.45,B.1.1.7,Older,Europe,,Bazzocchi et al,Istituto di Genomica Applicata,federica bazzocchi,
Switzerland/SG-CLM-03054220/2021,3/4/2021,6,"20I (Alpha, V1)",Switzerland,,Sankt Gallen,"20I (Alpha, V1)",202109,OU342231,Homo sapiens,0.44,B.1.1.7,Older,Europe,,? I,"Center for Laboratory Medicine, ZLMSG,Frohbergstrasse 3, 9001 St Gallen, Switzerland",center for laboratory medicine st. gallen,
ARG/210524-2/2021,5/17/2021,6,"20I (Alpha, V1)",Argentina,,Argentina,"20I (Alpha, V1)",202120,OL989092,Homo sapiens,0.42,B.1.1.7,3-7 days ago,South America,,Zhao et al H,,,
ARG/210610-225/2021,6/7/2021,5,"20I (Alpha, V1)",Argentina,,Argentina,"20I (Alpha, V1)",202123,OL989093,Homo sapiens,0.4,B.1.1.7,3-7 days ago,South America,,Zhao et al I,,,
Pakistan/UHS2-Pak-25/2021,5/27/2021,6,"20I (Alpha, V1)",Pakistan,,Pakistan,"20I (Alpha, V1)",202121,OU607058,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Tiwari et al E,University of Health Sciences,Quadram Institute Bioscience,
USA/MI-CDC-ASC210030481/2021,4/22/2021,6,"20I (Alpha, V1)",USA,,Michigan,"20I (Alpha, V1)",202116,MZ284096,Homo sapiens,0.44,B.1.1.7,Older,North America,,Howard et al R,,,
USA/FL-CDC-QDX24713254/2021,5/6/2021,6,"20I (Alpha, V1)",USA,,Florida,"20I (Alpha, V1)",202118,MZ287998,Homo sapiens,0.44,B.1.1.7,Older,North America,,Howard et al S,,,
OU026796,3/11/2021,6,"20I (Alpha, V1)",Poland,,Slaskie,"20I (Alpha, V1)",202110,OU026796,Homo sapiens,0.45,B.1.1.7,Older,Europe,,? E,"Gyncentrum, Sosnowiec, Poland",COVID-HUB-PL,
Switzerland/ZH-ETHZ-33317288/2021,6/26/2021,7,"20I (Alpha, V1)",Switzerland,,Zürich,"20I (Alpha, V1)",202125,OU571279,Homo sapiens,0.45,B.1.1.7,Older,Europe,,? J,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
OU471241,6/11/2021,6,"20I (Alpha, V1)",Italy,,Friuli Venezia Giulia,"20I (Alpha, V1)",202123,OU471241,Homo sapiens,0.39,B.1.1.7,Older,Europe,,Bazzocchi et al,ARGO Laboratorio Genomica ed Epigenomica,federica bazzocchi,
OU422408,4/20/2021,6,"20I (Alpha, V1)",United Kingdom,,England,"20I (Alpha, V1)",202116,OU422408,Homo sapiens,0.46,B.1.1.7,Older,Europe,,? K,"University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust","University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust",
NZL/21CH0025/2021,4/26/2021,6,"20I (Alpha, V1)",New Zealand,,New Zealand,"20I (Alpha, V1)",202117,OK433614,Homo sapiens,0.47,B.1.1.7,Older,Oceania,,Ren et al BC,Middlemore Hospital,Institute of Environmental Science and Research,
Japan/SZ-NIG-21465/2021,4/28/2021,6,"20I (Alpha, V1)",Japan,,Shizuoka,"20I (Alpha, V1)",202117,BS001185,Homo sapiens,0.47,B.1.1.7,Older,Asia,,Nagaoka et al A,,,
OU326520,5/4/2021,7,"20I (Alpha, V1)",Poland,,Slaskie,"20I (Alpha, V1)",202118,OU326520,Homo sapiens,0.44,B.1.1.7,Older,Europe,,? E,"Gyncentrum, Sosnowiec, Poland",COVID-HUB-PL,
MEX/NLE_0586/2021,5/2/2021,6,"20I (Alpha, V1)",Mexico,,Mexico,"20I (Alpha, V1)",202118,OL461465,Homo sapiens,0.44,B.1.1.7,Older,North America,,Zarate et al,,,
Japan/SZ-NIG-Y21092/2021,4/27/2021,6,"20I (Alpha, V1)",Japan,,Shizuoka,"20I (Alpha, V1)",202117,BS001206,Homo sapiens,0.45,B.1.1.7,Older,Asia,,Nagaoka et al B,,,
Japan/SZ-NIG-Y21568/2021,6/28/2021,6,"20I (Alpha, V1)",Japan,,Shizuoka,"20I (Alpha, V1)",202126,BS001319,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Nagaoka et al C,,,
NLD/22008404/2021,5/19/2021,5,"20I (Alpha, V1)",Netherlands,,Netherlands,"20I (Alpha, V1)",202120,OL548845,Homo sapiens,0.42,B.1.1.7,Older,Europe,,Rumke et al B,,,
NLD/Rotterdam-UK1/2020,12/19/2020,6,"20I (Alpha, V1)",Netherlands,,Netherlands,"20I (Alpha, V1)",202051,MW947280,Homo sapiens,0.44,B.1.1.7,Older,Europe,,Beumer et al,,,
NLD/2201742__2019-nCoV/2021,5/31/2021,7,"20I (Alpha, V1)",Netherlands,,Netherlands,"20I (Alpha, V1)",202122,OK356633,Homo sapiens,0.42,B.1.1.7,Older,Europe,,Rumke et al C,,,
NZL/21MV0233/2021,3/23/2021,6,"20I (Alpha, V1)",New Zealand,,New Zealand,"20I (Alpha, V1)",202112,OK433610,Homo sapiens,0.44,B.1.1.7,Older,Oceania,,Ren et al BD,LabPLUS,Institute of Environmental Science and Research,
NLD/2209092__2019-nCoV/2021,6/2/2021,7,"20I (Alpha, V1)",Netherlands,,Netherlands,"20I (Alpha, V1)",202122,OK356632,Homo sapiens,0.45,B.1.1.7,Older,Europe,,Rumke et al D,,,
TGO/nmimr-TG-SARS-CoV-2-TGS-040-21/2021,1/12/2021,6,"20I (Alpha, V1)",Togo,,Togo,"20I (Alpha, V1)",202102,MZ149971,Homo sapiens,0.43,B.1.1.7,Older,Africa,,Halatoko et al B,,,
GHA/nmimr-SARS-CoV-2-NTRA-21-25711/2021,2/9/2021,6,"20I (Alpha, V1)",Ghana,,Ghana,"20I (Alpha, V1)",202106,MZ350129,Homo sapiens,0.42,B.1.1.7,Older,Africa,,Adu et al C,,,
USA/FL-BPHL-2651/2021,4/18/2021,6,"20I (Alpha, V1)",USA,,Florida,"20I (Alpha, V1)",202116,MZ239512,Homo sapiens,0.43,B.1.1.7,Older,North America,,Schmedes et al B,Florida Bureau of Public Health Laboratories,FLDOH,
GHA/WACCBIP_nCoV_GS136/2021,1/8/2021,6,"20I (Alpha, V1)",Ghana,,Ghana,"20I (Alpha, V1)",202101,MW571142,Homo sapiens,0.43,B.1.1.7,Older,Africa,,Morang'a et al,,,
NGA/BCVL-21628/2021,1/26/2021,6,"20I (Alpha, V1)",Nigeria,,Oyo State,"20I (Alpha, V1)",202104,OL601675,Homo sapiens,0.43,B.1.1.7,Older,Africa,,Lorenzo-Redondo et al C,,,
NGA/BCVL-24383/2021,2/22/2021,6,"20I (Alpha, V1)",Nigeria,,Oyo State,"20I (Alpha, V1)",202108,OL601829,Homo sapiens,0.5,B.1.1.7,Older,Africa,,Lorenzo-Redondo et al D,,,
USA/SD-CDC-2-4594934/2021,6/14/2021,6,"20I (Alpha, V1)",USA,,South Dakota,"20I (Alpha, V1)",202124,MZ572278,Homo sapiens,0.43,B.1.1.7,Older,North America,,Sheth et al I,,,
USA/CO-CDC-ASC210018301/2021,3/24/2021,6,"20I (Alpha, V1)",USA,,Colorado,"20I (Alpha, V1)",202112,MW993396,Homo sapiens,0.59,B.1.1.7,Older,North America,,Howard et al T,,,
USA/MS-CDC-ASC210025141/2021,3/28/2021,6,"20I (Alpha, V1)",USA,,Mississippi,"20I (Alpha, V1)",202113,MZ023431,Homo sapiens,0.44,B.1.1.7,Older,North America,,Howard et al U,,,
USA/VA-CDC-LC0054214/2021,4/29/2021,6,"20I (Alpha, V1)",USA,,Virginia,"20I (Alpha, V1)",202117,MZ180020,Homo sapiens,0.44,Q.8,Older,North America,,Howard et al V,,,
USA/CA-CHLA-PLM79064991/2021,5/24/2021,6,"20I (Alpha, V1)",USA,,California,"20I (Alpha, V1)",202121,MZ636132,Homo sapiens,0.42,B.1.1.7,Older,North America,,Gai et al,,,
Liechtenstein/UHB-4208704401/2021,6/8/2021,7,"20I (Alpha, V1)",Liechtenstein,,Schaan,"20I (Alpha, V1)",202123,OU351881,Homo sapiens,0.44,B.1.1.7,Older,Europe,,? L,"Labormedizinisches Zentrum Dr Risch, Liebefeld, Switzerland",University Hospital Basel,
BRA/PR-HF121/2021,3/3/2021,6,"20I (Alpha, V1)",Brazil,,Paraná,"20I (Alpha, V1)",202109,MZ477762,Homo sapiens,0.46,B.1.1.7,Older,South America,,Oliveira et al I,,,
OU123481,4/10/2021,6,"20I (Alpha, V1)",Germany,,North Rhine Westphalia,"20I (Alpha, V1)",202114,OU123481,Homo sapiens,0.54,B.1.1.7,Older,Europe,,? A,"MVZ Labor Krone GbR, SiemensstraÃŸe 40; 32105 Bad Salzuflen",Robert Koch Institute,
Switzerland/AG-ETHZ-33213117/2021,6/16/2021,6,"20I (Alpha, V1)",Switzerland,,Aargau,"20I (Alpha, V1)",202124,OU351923,Homo sapiens,0.48,B.1.1.7,Older,Europe,,? M,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",ETH ZURICH D-BSSE,
NLD/2216751__2019-nCoV/2021,6/5/2021,6,"20I (Alpha, V1)",Netherlands,,Netherlands,"20I (Alpha, V1)",202122,OK356634,Homo sapiens,0.48,B.1.1.7,Older,Europe,,Rumke et al E,,,
England/MILK-EC6B9E/2021,1/2/2021,6,"20I (Alpha, V1)",United Kingdom,,England,"20I (Alpha, V1)",202053,OD931494,Homo sapiens,0.44,B.1.1.7,Older,Europe,,The Lighthouse Lab in Milton et al A,Lighthouse Lab in Milton Keynes,Wellcome Sanger Institute,
Japan/SZ-NIG-Y21135/2021,5/1/2021,6,"20I (Alpha, V1)",Japan,,Shizuoka,"20I (Alpha, V1)",202117,BS001242,Homo sapiens,0.45,B.1.1.7,Older,Asia,,Nagaoka et al D,,,
USA/WY-CDC-IBX760432429560/2021,5/26/2021,6,"20I (Alpha, V1)",USA,,Wyoming,"20I (Alpha, V1)",202121,MZ401737,Homo sapiens,0.45,B.1.1.7,Older,North America,,Howard et al W,,,
OU323263,4/29/2021,6,"20I (Alpha, V1)",Poland,,Slaskie,"20I (Alpha, V1)",202117,OU323263,Homo sapiens,0.44,B.1.1.7,Older,Europe,,? E,"Gyncentrum, Sosnowiec, Poland",COVID-HUB-PL,
NZL/21CH0035/2021,6/5/2021,7,"20I (Alpha, V1)",New Zealand,,New Zealand,"20I (Alpha, V1)",202122,OK433644,Homo sapiens,0.45,B.1.1.7,Older,Oceania,,Ren et al BE,Canterbury Health Laboratories,Institute of Environmental Science and Research,
KHM/B117/2021,3/16/2021,6,"20I (Alpha, V1)",Cambodia,,Cambodia,"20I (Alpha, V1)",202111,MZ361696,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Bohl et al,,,
THA/AFRIMS-COV0413/2021,5/28/2021,6,"20I (Alpha, V1)",Thailand,,Kamphaeng Phet,"20I (Alpha, V1)",202121,MZ888521,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Phutthasopit et al A,,,
THA/AFRIMS-COV1099/2021,6/20/2021,6,"20I (Alpha, V1)",Thailand,,Kamphaeng Phet,"20I (Alpha, V1)",202125,MZ888529,Homo sapiens,0.44,B.1.1.7,Older,Asia,,Phutthasopit et al B,,,
THA/AFRIMS-COV0480/2021,6/3/2021,6,"20I (Alpha, V1)",Thailand,,Kamphaeng Phet,"20I (Alpha, V1)",202122,MZ888522,Homo sapiens,0.47,B.1.1.7,Older,Asia,,Phutthasopit et al C,,,
OU474482,4/3/2021,6,"20I (Alpha, V1)",Slovakia,,Slovakia,"20I (Alpha, V1)",202113,OU474482,Homo sapiens,0.48,B.1.1.7,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
OU474091,4/7/2021,7,"20I (Alpha, V1)",Slovakia,,Slovakia,"20I (Alpha, V1)",202114,OU474091,Homo sapiens,0.42,B.1.1.7,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
OU819271,6/10/2021,6,"20I (Alpha, V1)",Slovakia,,Slovakia,"20I (Alpha, V1)",202123,OU819271,Homo sapiens,0.47,B.1.1.7,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",Public Health Authority of the Slovak Republic,
FRA/UK-4_2021/2021,1/6/2021,6,"20I (Alpha, V1)",France,,France,"20I (Alpha, V1)",202101,MW633280,Homo sapiens,0.46,B.1.1.7,Older,Europe,,Marot et al B,,,
OU471228,6/10/2021,6,"20I (Alpha, V1)",Italy,,Friuli Venezia Giulia,"20I (Alpha, V1)",202123,OU471228,Homo sapiens,0.49,B.1.1.7,Older,Europe,,Bazzocchi et al,ARGO Laboratorio Genomica ed Epigenomica,federica bazzocchi,
OU074268,2/15/2021,6,"20I (Alpha, V1)",Germany,,Bavaria,"20I (Alpha, V1)",202107,OU074268,Homo sapiens,0.46,B.1.1.7,Older,Europe,,? A,"SYNLAB MVZ Weiden, 92637 Weiden in der Oberpfalz",Robert Koch Institute,
OU320469,4/8/2021,6,"20I (Alpha, V1)",Poland,,Slaskie,"20I (Alpha, V1)",202114,OU320469,Homo sapiens,0.46,B.1.1.7,Older,Europe,,? E,"Gyncentrum, Sosnowiec, Poland",COVID-HUB-PL,
Gorillagorillagorilla/CZE/4243-6/2021,3/3/2021,6,"20I (Alpha, V1)",Czech Republic,,Czech Republic,"20I (Alpha, V1)",202109,OL752441,Gorilla gorilla gorilla,0.47,B.1.1.7,Older,Europe,,Nagy et al A,,,
OU472087,3/15/2021,6,"20I (Alpha, V1)",Slovakia,,Slovakia,"20I (Alpha, V1)",202111,OU472087,Homo sapiens,0.5,B.1.1.7,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
Pantheraleopersica/CZE/3855-1/2021,2/25/2021,6,"20I (Alpha, V1)",Czech Republic,,Czech Republic,"20I (Alpha, V1)",202108,OL752444,Panthera leo persica,0.47,B.1.1.7,Older,Europe,,Nagy et al B,,,
AUT/SKV-178/2021,5/13/2021,7,"20I (Alpha, V1)",Austria,,Upper Austria,"20I (Alpha, V1)",202119,OL546835,Homo sapiens,0.49,B.1.1.7,Older,Europe,,Puehringer et al A,,,
OU366006,2/25/2021,6,"20I (Alpha, V1)",Germany,,Baden-Wuerttemberg,"20I (Alpha, V1)",202108,OU366006,Homo sapiens,0.47,B.1.1.7,Older,Europe,,? A,"Eurofins LifeCodexx GmbH, Line-Eid-Strasse 3; 78467 Konstanz",Robert Koch Institute,
OU818429,4/30/2021,7,"20I (Alpha, V1)",Slovakia,,Slovakia,"20I (Alpha, V1)",202117,OU818429,Homo sapiens,0.46,B.1.1.7,Older,Europe,,? N,"Public Health Authority of the Slovak Republic, Trnavská cesta 52, 826 45 Bratislava, Slovakia",Public Health Authority of the Slovak Republic,
CAN/Patient58/2021,1/28/2021,2,20B,Canada,,Canada,20B,202104,OM540798,Homo sapiens,0.06,B.1.1,One month ago,North America,,Benoit et al D,,,
SouthAfrica/NHLS-UCT-GP-5138/2020,4/20/2020,1,20B,South Africa,,South Africa,20B,202017,OM720804,Homo sapiens,0.02,B.1.1.40,One week ago,Africa,,Tegally et al C,,,
CHN/HN07/2020,4/2/2020,1,20B,China,,China,20B,202014,MT412340,Homo sapiens,0.02,B.1.1,Older,Asia,,Li et al I,,,
BGD/CHRF_0001/2020,4/18/2020,1,20B,Bangladesh,,Bangladesh,20B,202016,MT476385,Homo sapiens,0.05,B.1.1.25,Older,Asia,,Saha et al,,,
BGD/BCSIR_NILMRC_88/2020,5/9/2020,1,20B,Bangladesh,,Dhaka,20B,202019,MT601295,Homo sapiens,0,B.1,Older,Asia,,Mohammad Mahmud et al,,,
BGD/DNAS_isl_6301/2020,5/18/2020,1,20B,Bangladesh,,Bangladesh,20B,202021,MT676420,Homo sapiens,0.03,B.1.1.25,Older,Asia,,Khan et al A,,,
BGD/BSMMU-5/2020,11/10/2020,1,20B,Bangladesh,,Bangladesh,20B,202046,MZ148594,Homo sapiens,0.09,B.1.1.25,Older,Asia,,Jahan et al,,,
BGD/BCSIR_NILMRC_346/2020,7/15/2020,1,20B,Bangladesh,,Bangladesh,20B,202029,MT846014,Homo sapiens,0.03,B.1.1.25,Older,Asia,,Sarkar et al B,,,
AUS/VIC2240/2020,6/24/2020,2,20F,Australia,,Victoria,20F,202026,MW153079,Homo sapiens,0.04,D.2,Older,Oceania,,Caly et al M,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
AUS/TAS278/2020,7/19/2020,2,20F,Australia,,Tasmania,20F,202030,MT973342,Homo sapiens,0.05,D.2,Older,Oceania,,Sait et al H,Royal Hobart Hospital Microbiology Department,The Peter Doherty Institute for Infection and Immunity,
AUS/GC-292/2020,8/15/2020,2,20F,Australia,,Australia,20F,202033,MZ410621,Homo sapiens,0.05,D.2,Older,Oceania,,Chamings et al A,,,
AUS/GC-316/2020,8/21/2020,2,20F,Australia,,Australia,20F,202034,MZ410619,Homo sapiens,0.04,D.2,Older,Oceania,,Chamings et al B,,,
AUS/VIC15589/2020,10/2/2020,2,20F,Australia,,Victoria,20F,202040,MW184165,Homo sapiens,0.05,D.2,Older,Oceania,,Seemann et al G,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
AUS/VIC10659/2020,8/3/2020,2,20F,Australia,,Victoria,20F,202032,MW156691,Homo sapiens,0.06,D.2,Older,Oceania,,Caly et al N,Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL),The Peter Doherty Institute for Infection and Immunity,
